period_end,period_key,frequency,period_start,period_n_obs,period_is_partial,dce_corn_close,target_date_fwd,target_price_fwd,target_return_fwd,target_direction_fwd,factor_price_momentum,factor_basis_tightness,factor_processing_demand,factor_market_activity,factor_external_support,factor_weather_anomaly,factor_supply_pressure,factor_risk_volatility,factor_price_momentum_coverage,factor_basis_tightness_coverage,factor_processing_demand_coverage,factor_market_activity_coverage,factor_external_support_coverage,factor_weather_anomaly_coverage,factor_supply_pressure_coverage,factor_risk_volatility_coverage,factor_harvest_pressure,seasonal_sin,seasonal_cos
2020-06-05,2020-W23,weekly,2020-06-01,5,0,2073,2020-06-12,2094,0.010130246,1,0.4140853823,-0.1429185292,-0.860584755,-0.6638917922,0.3115110976,0.7295973534,0,-0.3048443558,1,1,1,1,1,1,0,1,0,0.354604887,-0.9350162427
2020-06-12,2020-W24,weekly,2020-06-08,5,0,2094,2020-06-19,2121,0.0128939828,1,0.7064475358,-0.4301798612,-0.9391709648,-0.3856439003,0.0483625648,0.9365684882,0,-0.2436522642,1,1,1,1,1,1,0,1,0,0.2393156643,-0.9709418174
2020-06-19,2020-W25,weekly,2020-06-15,5,0,2121,2020-06-24,2086,-0.0165016502,0,0.9497732443,-0.4403693483,-0.9496390276,-0.138138227,0.0185086854,0.5265569978,0,-0.2498270287,1,1,1,1,1,1,0,1,0,0.1205366803,-0.9927088741
2020-06-24,2020-W26,weekly,2020-06-22,3,0,2086,2020-07-03,2106,0.0095877277,1,-0.0584506872,0.3712471275,-0.9070006893,-0.6662178672,0.067151079,1.9884377443,0,-0.0283575219,1,1,1,1,1,1,0,1,0,0,-1
2020-07-03,2020-W27,weekly,2020-06-29,5,0,2106,2020-07-10,2144,0.0180436847,1,0.3899003614,0.2399551031,-0.773429666,-0.3194894397,1.2854474883,0.801274284,0,-0.2123719659,1,1,1,1,1,1,0,1,0,-0.1205366803,-0.9927088741
2020-07-10,2020-W28,weekly,2020-07-06,5,0,2144,2020-07-17,2162,0.0083955224,1,0.8483622668,-0.4081296357,-0.6569714257,-0.6170110112,1.0405359021,0.6635605972,0,0.1318110922,1,1,1,1,1,1,0,1,0,-0.2393156643,-0.9709418174
2020-07-17,2020-W29,weekly,2020-07-13,5,0,2162,2020-07-24,2264,0.0471785384,1,0.8472304579,-0.3409259212,-0.7403144361,-0.8002648192,0.5773474033,0.8335062629,0,-0.1721799026,1,1,1,1,1,1,0,1,0,-0.354604887,-0.9350162427
2020-07-24,2020-W30,weekly,2020-07-20,5,0,2264,2020-07-31,2323,0.0260600707,1,2.5001838012,-0.7087492562,-0.7790147034,-0.1103343545,0.6840244231,0.7260586895,0,1.3611083378,1,1,1,1,1,1,0,1,0,-0.464723172,-0.8854560257
2020-07-31,2020-W31,weekly,2020-07-27,5,0,2323,2020-08-07,2224,-0.0426173052,0,2.7632042704,0.2556022526,-0.841544481,-0.9267898958,0.2760793413,1.4696286229,0,0.6659878892,1,1,1,1,1,1,0,1,0,-0.5680647467,-0.8229838659
2020-08-07,2020-W32,weekly,2020-08-03,5,0,2224,2020-08-14,2296,0.0323741007,1,0.3530480153,1.3898092753,-0.6116153161,2.4348964481,-0.1856385042,1.0129201472,0,2.21901504,1,1,1,1,1,1,0,1,0,-0.6631226582,-0.7485107482
2020-08-14,2020-W33,weekly,2020-08-10,5,0,2296,2020-08-21,2300,0.0017421603,1,1.8685644739,-0.7612952611,-1.6396487654,0.611198464,1.0356915952,1.6325130021,0,1.9859445134,1,1,1,1,1,1,0,1,0,-0.7485107482,-0.6631226582
2020-08-21,2020-W34,weekly,2020-08-17,5,0,2300,2020-08-28,2267,-0.0143478261,0,1.1291746206,0.1397416097,-2.6886558039,0.3314926597,1.2075677626,0.9149830956,0,0.8369760374,1,1,1,1,1,1,0,1,0,-0.8229838659,-0.5680647467
2020-08-28,2020-W35,weekly,2020-08-24,5,0,2267,2020-09-04,2296,0.0127922364,1,0.3739406677,0.3994358681,-0.3268318103,0.1615524008,1.3182115259,2.506060589,0,1.1279183306,1,1,1,1,1,1,0,1,0,-0.8854560257,-0.464723172
2020-09-04,2020-W36,weekly,2020-08-31,5,0,2296,2020-09-11,2398,0.0444250871,1,1.0660285457,-0.5853945815,-0.9005534185,0.1222332345,0.632788924,3.2170533357,0,0.648017179,1,1,1,1,1,1,0,1,0.8,-0.9350162427,-0.354604887
2020-09-11,2020-W37,weekly,2020-09-07,5,0,2398,2020-09-18,2484,0.0358632193,1,2.1840969661,-1.4900554279,-1.3282249283,0.7949457123,0.7762366335,2.7150146164,0,1.8596774304,1,1,1,1,1,1,0,1,1,-0.9709418174,-0.2393156643
2020-09-18,2020-W38,weekly,2020-09-14,5,0,2484,2020-09-25,2428,-0.0225442834,0,2.9460225387,-1.7764593412,-1.3460319529,0.7084557281,1.5667233269,0.7576924684,0,1.6175699952,1,1,1,1,1,1,0,1,1,-0.9927088741,-0.1205366803
2020-09-25,2020-W39,weekly,2020-09-21,5,0,2428,2020-09-30,2468,0.0164744646,1,1.2986775389,0.2144403009,-1.5841878362,0.2903242234,-0.3404881077,0.4391704084,0,1.4763849299,1,1,1,1,1,1,0,1,1,-1,0
2020-09-30,2020-W40,weekly,2020-09-28,3,0,2468,2020-10-09,2537,0.0279578606,1,1.7420898527,-1.1158050477,-1.4520150363,-0.2460705926,1.4580363399,0.3343964028,0,1.2864576761,1,1,1,1,1,1,0,1,1,-0.9927088741,0.1205366803
2020-10-09,2020-W41,weekly,2020-10-09,1,0,2537,2020-10-16,2584,0.0185258179,1,2.1375482196,-1.7533170773,-1.4702011743,-0.5047007154,1.3270297534,0.4814708594,0,1.4743863213,1,1,1,1,1,1,0,1,1,-0.9709418174,0.2393156643
2020-10-16,2020-W42,weekly,2020-10-12,5,0,2584,2020-10-23,2572,-0.0046439628,0,1.9772391577,-1.0458943557,-0.9462874896,1.8572554059,1.5995026752,0.4303708279,0,0.9676547198,1,1,1,1,1,1,0,1,1,-0.9350162427,0.354604887
2020-10-23,2020-W43,weekly,2020-10-19,5,0,2572,2020-10-30,2621,0.0190513219,1,1.3694363852,-0.094692204,-1.4253126496,0.2221003897,1.6244673627,0.2041568865,0,0.2565208859,1,1,1,1,1,1,0,1,1,-0.8854560257,0.464723172
2020-10-30,2020-W44,weekly,2020-10-26,5,0,2621,2020-11-06,2541,-0.0305227013,0,1.9757514285,-1.2745412617,-1.2953648028,0.211287765,0.1106085913,0.4642090991,0,0.3805350598,1,1,1,1,1,1,0,1,1,-0.8229838659,0.5680647467
2020-11-06,2020-W45,weekly,2020-11-02,5,0,2541,2020-11-13,2564,0.0090515545,1,0.2344374957,0.3682116042,-1.5313562025,-0.204265079,1.0445002725,0.5399254624,0,1.1915439814,1,1,1,1,1,1,0,1,1,-0.7485107482,0.6631226582
2020-11-13,2020-W46,weekly,2020-11-09,5,0,2564,2020-11-20,2599,0.013650546,1,0.7882810769,-0.8694966578,-1.3023270034,-0.3058117661,0.7031274299,0.5164089812,0,0.5012731461,1,1,1,1,1,1,0,1,1,-0.6631226582,0.7485107482
2020-11-20,2020-W47,weekly,2020-11-16,5,0,2599,2020-11-27,2578,-0.0080800308,0,1.2042067725,-1.4060525529,-1.4651890963,-0.547647493,1.098981189,1.126484937,0,0.6061074941,1,1,1,1,1,1,0,1,1,-0.5680647467,0.8229838659
2020-11-27,2020-W48,weekly,2020-11-23,5,0,2578,2020-12-04,2651,0.0283165244,1,0.4979097817,-0.4037310347,-1.2036217805,-1.0502292496,0.9172119965,0.9248792317,0,0.388943986,1,1,1,1,1,1,0,1,1,-0.464723172,0.8854560257
2020-12-04,2020-W49,weekly,2020-11-30,5,0,2651,2020-12-11,2603,-0.018106375,0,1.509784181,-0.064246834,-1.6241457932,1.2557691255,-0.2102839482,1.0412781496,0,0.6831601313,1,1,1,1,1,1,0,1,0.2,-0.354604887,0.9350162427
2020-12-11,2020-W50,weekly,2020-12-07,5,0,2603,2020-12-18,2615,0.0046100653,1,0.2441553788,0.3111604955,-1.9608952564,0.0326253474,1.0561441826,1.0545767241,0,0.5789593897,1,1,1,1,1,1,0,1,0,-0.2393156643,0.9709418174
2020-12-18,2020-W51,weekly,2020-12-14,5,0,2615,2020-12-25,2678,0.0240917782,1,0.5040536034,-0.4538796362,-0.7256383626,-0.1233015542,0.8064093819,1.2610563798,0,0.0677217786,1,1,1,1,1,1,0,1,0,-0.1205366803,0.9927088741
2020-12-25,2020-W52,weekly,2020-12-21,5,0,2678,2020-12-31,2742,0.0238984317,1,1.2670309727,-0.9423128594,-0.6719822095,0.0922302827,1.0361181543,0.9724788421,0,0.6900991453,1,1,1,1,1,1,0,1,0,0,1
2020-12-31,2020-W53,weekly,2020-12-28,4,0,2742,2021-01-08,2835,0.033916849,1,1.5329629326,-0.9066555429,-1.2139861772,0.0423295545,1.3921433237,1.2366684307,0,0.6182856959,1,1,1,1,1,1,0,1,0,0.1205366803,0.9927088741
2021-01-08,2021-W01,weekly,2021-01-04,5,0,2835,2021-01-15,2869,0.0119929453,1,2.2967120935,-0.7917464683,-0.9050142831,0.1031175253,0.697499475,1.3173003913,0,0.685554056,1,1,1,1,1,1,0,1,0,0.1205366803,0.9927088741
2021-01-15,2021-W02,weekly,2021-01-11,5,0,2869,2021-01-22,2821,-0.0167305681,0,2.0451378877,0.9457003959,-0.8107324281,0.3001453742,1.4902563449,0.9764865575,0,-0.0809190468,1,1,1,1,1,1,0,1,0,0.2393156643,0.9709418174
2021-01-22,2021-W03,weekly,2021-01-18,5,0,2821,2021-01-29,2714,-0.0379298121,0,0.7389176644,1.0993163827,-0.3751889365,-0.0188847483,-0.4310922364,1.0293445755,0,0.5883164002,1,1,1,1,1,1,0,1,0,0.354604887,0.9350162427
2021-01-29,2021-W04,weekly,2021-01-25,5,0,2714,2021-02-05,2818,0.0383198231,1,-0.647274759,1.5438996977,-0.9324077408,-0.0066810709,1.7213095429,0.9481711163,0,1.611894797,1,1,1,1,1,1,0,1,0,0.464723172,0.8854560257
2021-02-05,2021-W05,weekly,2021-02-01,5,0,2818,2021-02-10,2767,-0.0180979418,0,1.011345393,-0.698771355,-0.5313159138,-0.1977903382,0.280589009,1.0939004245,0,1.7718505263,1,1,1,1,1,1,0,1,0,0.5680647467,0.8229838659
2021-02-10,2021-W06,weekly,2021-02-08,3,0,2767,2021-02-19,2815,0.0173473076,1,-0.1620176204,0.5974456208,-0.7967093637,-0.5856371354,-0.052880789,0.9380125878,0,1.2251642801,1,1,1,1,1,1,0,1,0,0.6631226582,0.7485107482
2021-02-19,2021-W07,weekly,2021-02-18,2,0,2815,2021-02-26,2777,-0.0134991119,0,0.7273202723,-0.1638326473,-0.6845537348,-0.5596145765,0.7286129878,0.7689960014,0,1.2429695545,1,1,1,1,1,1,0,1,0,0.7485107482,0.6631226582
2021-02-26,2021-W08,weekly,2021-02-22,5,0,2777,2021-03-05,2819,0.0151242348,1,0.1083027448,0.954982029,0.596330968,0.3969485368,0.3260715062,0.8454030148,0,0.8356380781,1,1,1,1,1,1,0,1,0,0.8229838659,0.5680647467
2021-03-05,2021-W09,weekly,2021-03-01,5,0,2819,2021-03-12,2717,-0.0361830436,0,0.5906865027,0.0709952628,-0.2097648986,-0.4294112138,0.4894749591,0.6088789727,0,0.5401181453,1,1,1,1,1,1,0,1,0,0.8854560257,0.464723172
2021-03-12,2021-W10,weekly,2021-03-08,5,0,2717,2021-03-19,2706,-0.004048583,0,-0.9115316328,0.946297922,0.1943944833,-0.2747592046,-0.1101017288,0.4670347151,0,1.538751737,1,1,1,1,1,1,0,1,0,0.9350162427,0.354604887
2021-03-19,2021-W11,weekly,2021-03-15,5,0,2706,2021-03-26,2713,0.0025868441,1,-0.8523423389,0.8853712334,0.6083078355,-0.6653572959,0.2353489419,0.4226653475,0,0.4385312859,1,1,1,1,1,1,0,1,0,0.9709418174,0.2393156643
2021-03-26,2021-W12,weekly,2021-03-22,5,0,2713,2021-04-02,2603,-0.0405455216,0,-0.6033262532,0.3503960954,-0.3461068507,-0.8801496424,-0.3642135292,0.2969516825,0,0.3638140322,1,1,1,1,1,1,0,1,0,0.9927088741,0.1205366803
2021-04-02,2021-W13,weekly,2021-03-29,5,0,2603,2021-04-09,2692,0.0341913177,1,-2.0628097849,1.6144844402,0.3759308771,-0.3914083724,-0.2128013243,0.3329968828,0,1.4241891131,1,1,1,1,1,1,0,1,0,1,0
2021-04-09,2021-W14,weekly,2021-04-06,4,0,2692,2021-04-16,2699,0.0026002972,1,-0.308737464,-0.2783522234,0.1232742821,-1.5666354081,0.3415187077,0.3476467785,0,1.6653907566,1,1,1,1,1,1,0,1,0,0.9927088741,-0.1205366803
2021-04-16,2021-W15,weekly,2021-04-12,5,0,2699,2021-04-23,2759,0.0222304557,1,-0.4700706208,-0.0741224911,0.4280927651,0.5068003789,0.2794696166,0.1283821008,0,0.76957235,1,1,1,1,1,1,0,1,0,0.9709418174,-0.2393156643
2021-04-23,2021-W16,weekly,2021-04-19,5,0,2759,2021-04-30,2733,-0.0094237042,0,0.376188827,-0.1401332806,0.2503412452,-0.0817668848,1.2929609248,0.3035816881,0,1.3084559704,1,1,1,1,1,1,0,1,0,0.9350162427,-0.354604887
2021-04-30,2021-W17,weekly,2021-04-26,5,0,2733,2021-05-07,2817,0.0307354555,1,-0.2352608305,0.3605059732,-0.3548692295,-0.4924794956,0.7192041911,0.3138078695,0,0.3335156093,1,1,1,1,1,1,0,1,0,0.8854560257,-0.464723172
2021-05-07,2021-W18,weekly,2021-05-06,2,0,2817,2021-05-14,2782,-0.0124245651,0,0.7832512714,-0.3117097844,-0.4071192749,-0.701522666,1.250681495,0.3468249939,0,0.9422369438,1,1,1,1,1,1,0,1,0,0.8229838659,-0.5680647467
2021-05-14,2021-W19,weekly,2021-05-10,5,0,2782,2021-05-21,2764,-0.0064701653,0,-0.1343261147,0.7023462593,-0.8619550418,-0.113702147,-1.5728838721,0.3640834109,0,0.5498255989,1,1,1,1,1,1,0,1,0,0.7485107482,-0.6631226582
2021-05-21,2021-W20,weekly,2021-05-17,5,0,2764,2021-05-28,2682,-0.0296671491,0,-0.3616198585,0.1823624457,-0.0920271601,-0.5044312431,-0.3412406877,0.7769187256,0,0.3089096646,1,1,1,1,1,1,0,1,0,0.6631226582,-0.7485107482
2021-05-28,2021-W21,weekly,2021-05-24,5,0,2682,2021-06-04,2713,0.0115585384,1,-1.2941974641,1.0805685738,-0.1079964157,-0.1175193276,-0.2982696439,0.3963559189,0,1.1856823727,1,1,1,1,1,1,0,1,0,0.5680647467,-0.8229838659
2021-06-04,2021-W22,weekly,2021-05-31,5,0,2713,2021-06-11,2765,0.0191669738,1,-0.5924683461,0.1902077911,-0.8571486144,-0.5919463281,0.4647829612,1.459206601,0,0.2752822446,1,1,1,1,1,1,0,1,0,0.464723172,-0.8854560257
2021-06-11,2021-W23,weekly,2021-06-07,5,0,2765,2021-06-18,2619,-0.0528028933,0,0.1177196008,-0.0776790393,-1.3213200006,-0.340125784,-0.1570192389,0.6052342949,0,0.6868685923,1,1,1,1,1,1,0,1,0,0.354604887,-0.9350162427
2021-06-18,2021-W24,weekly,2021-06-15,4,0,2619,2021-06-25,2588,-0.0118365788,0,-1.832227963,1.6437483041,0.3336059113,-0.4305132905,-1.8486601894,1.4204119135,0,2.319151267,1,1,1,1,1,1,0,1,0,0.2393156643,-0.9709418174
2021-06-25,2021-W25,weekly,2021-06-21,5,0,2588,2021-07-02,2631,0.0166151468,1,-1.4247286443,0.8615895134,-1.172506737,-0.2839467333,-1.3475227676,0.7848356782,0,0.9780496576,1,1,1,1,1,1,0,1,0,0.1205366803,-0.9927088741
2021-07-02,2021-W26,weekly,2021-06-28,5,0,2631,2021-07-09,2567,-0.0243253516,0,-0.8382963646,0.5252566321,-0.4138294649,-0.5644447653,0.5918539593,1.2512536622,0,1.0569290855,1,1,1,1,1,1,0,1,0,0,-1
2021-07-09,2021-W27,weekly,2021-07-05,5,0,2567,2021-07-16,2574,0.0027269186,1,-1.7885623205,-0.2010730412,-0.2253233929,-0.0382497066,-1.8253201812,1.3855382484,0,1.1347714798,1,1,1,1,1,1,0,1,0,-0.1205366803,-0.9927088741
2021-07-16,2021-W28,weekly,2021-07-12,5,0,2574,2021-07-23,2524,-0.0194250194,0,-1.1993582521,1.4106712667,-1.2728651397,-0.3814309566,0.944731553,0.8469228549,0,0.0789890532,1,1,1,1,1,1,0,1,0,-0.2393156643,-0.9709418174
2021-07-23,2021-W29,weekly,2021-07-19,5,0,2524,2021-07-30,2573,0.0194136292,1,-1.6786436963,0.9050680262,-1.1473727123,-0.1189990087,-0.8861872574,0.9362485651,0,0.6048774452,1,1,1,1,1,1,0,1,0,-0.354604887,-0.9350162427
2021-07-30,2021-W30,weekly,2021-07-26,5,0,2573,2021-08-06,2601,0.0108822386,1,-0.8093937187,0.1721818274,-0.9428368407,-0.8759533287,-0.4221866161,1.4031556088,0,0.5714370171,1,1,1,1,1,1,0,1,0,-0.464723172,-0.8854560257
2021-08-06,2021-W31,weekly,2021-08-02,5,0,2601,2021-08-13,2631,0.0115340254,1,-0.5103162847,0.3295083213,-0.4050625782,-0.8656280226,-0.1064672033,1.2021369038,0,0.2307634021,1,1,1,1,1,1,0,1,0,-0.5680647467,-0.8229838659
2021-08-13,2021-W32,weekly,2021-08-09,5,0,2631,2021-08-20,2501,-0.0494108704,0,-0.1939284437,0.3935452166,-0.0288007091,-1.4074574075,0.2756897792,1.5344869385,0,0.2895939815,1,1,1,1,1,1,0,1,0,-0.6631226582,-0.7485107482
2021-08-20,2021-W33,weekly,2021-08-16,5,0,2501,2021-08-27,2478,-0.0091963215,0,-1.8620611954,1.754382207,0.0537814977,2.1802126233,-1.1671668144,0.7559338847,0,1.9951960163,1,1,1,1,1,1,0,1,0,-0.7485107482,-0.6631226582
2021-08-27,2021-W34,weekly,2021-08-23,5,0,2478,2021-09-03,2491,0.0052461663,1,-1.680102721,0.8338511656,-1.5975121446,-0.0887761629,-0.2236977681,1.7003171692,0,0.7277517343,1,1,1,1,1,1,0,1,0,-0.8229838659,-0.5680647467
2021-09-03,2021-W35,weekly,2021-08-30,5,0,2491,2021-09-10,2453,-0.0152549177,0,-1.3725196497,0.661194663,0.1046171811,-0.1416323251,-0.9189955763,0.7076550489,0,0.5220620118,1,1,1,1,1,1,0,1,0.6,-0.8854560257,-0.464723172
2021-09-10,2021-W36,weekly,2021-09-06,5,0,2453,2021-09-17,2437,-0.0065226254,0,-1.5595740624,0.8187212325,-0.9450965223,0.2237920618,-0.6994840017,1.1143135478,0,0.4328258832,1,1,1,1,1,1,0,1,1,-0.9350162427,-0.354604887
2021-09-17,2021-W37,weekly,2021-09-13,5,0,2437,2021-09-24,2485,0.019696348,1,-1.2534859914,0.9517918414,0.0860053977,0.2720534194,0.3513856664,0.3776642447,0,-0.3340272186,1,1,1,1,1,1,0,1,1,-0.9709418174,-0.2393156643
2021-09-24,2021-W38,weekly,2021-09-22,3,0,2485,2021-09-30,2520,0.014084507,1,-0.4940556275,-0.3599301868,-0.1748461264,-0.4451723173,-0.0335698965,0.3176640284,0,0.2785898674,1,1,1,1,1,1,0,1,1,-0.9927088741,-0.1205366803
2021-09-30,2021-W39,weekly,2021-09-27,4,0,2520,2021-10-08,2490,-0.0119047619,0,-0.0815466041,0.0031299248,0.8018858962,-0.3571068581,0.271090744,0.3893692231,0,0.156928293,1,1,1,1,1,1,0,1,1,-1,0
2021-10-08,2021-W40,weekly,2021-10-08,1,0,2490,2021-10-15,2572,0.0329317269,1,-0.6453236958,0.7932730036,-0.4113827949,-1.0646498868,-0.0601816345,0.4172271814,0,0.062705855,1,1,1,1,1,1,0,1,1,-0.9927088741,0.1205366803
2021-10-15,2021-W41,weekly,2021-10-11,5,0,2572,2021-10-22,2568,-0.00155521,0,0.5557833754,-0.5068117193,0.0004894303,1.476436643,-0.0345746306,0.3364929044,0,0.8461573731,1,1,1,1,1,1,0,1,1,-0.9709418174,0.2393156643
2021-10-22,2021-W42,weekly,2021-10-18,5,0,2568,2021-10-29,2627,0.0229750779,1,-0.0908168109,0.1588185605,1.7716067194,-0.1962097911,0.4522253754,0.4482905203,0,-0.029333566,1,1,1,1,1,1,0,1,1,-0.9350162427,0.354604887
2021-10-29,2021-W43,weekly,2021-10-25,5,0,2627,2021-11-05,2674,0.0178911306,1,0.5317953408,-0.2554587467,-0.9465405907,-0.0888390458,0.5989820972,0.3030509617,0,0.6496613661,1,1,1,1,1,1,0,1,1,-0.8854560257,0.464723172
2021-11-05,2021-W44,weekly,2021-11-01,5,0,2674,2021-11-12,2663,-0.0041136874,0,0.734668676,-0.3762601561,-0.2310240753,-0.1348868404,-0.2847262908,0.387694943,0,0.2950264876,1,1,1,1,1,1,0,1,1,-0.8229838659,0.5680647467
2021-11-12,2021-W45,weekly,2021-11-08,5,0,2663,2021-11-19,2705,0.0157716861,1,0.300606082,0.6635181172,0.3759491539,-0.2146501824,1.0438963079,0.8009975104,0,-0.4477914376,1,1,1,1,1,1,0,1,1,-0.7485107482,0.6631226582
2021-11-19,2021-W46,weekly,2021-11-15,5,0,2705,2021-11-26,2648,-0.0210720887,0,0.770159496,-0.6664004036,0.2518550485,-0.3293285026,0.3224797859,0.6736613059,0,-0.2120314258,1,1,1,1,1,1,0,1,1,-0.6631226582,0.7485107482
2021-11-26,2021-W47,weekly,2021-11-22,5,0,2648,2021-12-03,2661,0.0049093656,1,-0.2705141215,0.7066415632,-0.0017951004,-0.583022995,0.7568383455,0.7771396953,0,0.2766347559,1,1,1,1,1,1,0,1,1,-0.5680647467,0.8229838659
2021-12-03,2021-W48,weekly,2021-11-29,5,0,2661,2021-12-10,2705,0.0165351372,1,0.01021873,-0.268995308,-0.508570499,-0.9823371106,-0.1028485809,0.7994436688,0,-0.3345798253,1,1,1,1,1,1,0,1,0.4,-0.464723172,0.8854560257
2021-12-10,2021-W49,weekly,2021-12-06,5,0,2705,2021-12-17,2735,0.011090573,1,0.4706629053,-0.0115663275,-1.1598498195,0.8957872523,0.0705398934,0.6024203687,0,0.0405985283,1,1,1,1,1,1,0,1,0,-0.354604887,0.9350162427
2021-12-17,2021-W50,weekly,2021-12-13,5,0,2735,2021-12-24,2696,-0.0142595978,0,0.5986292682,-0.3196052038,-1.1292729888,0.2771230119,0.1233837184,0.9591603919,0,-0.1612991793,1,1,1,1,1,1,0,1,0,-0.2393156643,0.9709418174
2021-12-24,2021-W51,weekly,2021-12-20,5,0,2696,2021-12-31,2672,-0.0089020772,0,-0.0147003467,0.5157510693,-1.401676002,-0.1590901713,0.7958926679,1.1351037314,0,-0.1334457893,1,1,1,1,1,1,0,1,0,-0.1205366803,0.9927088741
2021-12-31,2021-W52,weekly,2021-12-27,5,0,2672,2022-01-07,2682,0.003742515,1,-0.2657111064,0.3011614337,-1.3529149053,-0.0356491847,-0.4228478901,1.1737788571,0,-0.2383945615,1,1,1,1,1,1,0,1,0,0,1
2022-01-07,2022-W01,weekly,2022-01-04,4,0,2682,2022-01-14,2735,0.0197613721,1,-0.1853572943,-0.0673415909,-0.8703292539,-0.2103100263,0.2111820421,1.0715311677,0,-0.6291991339,1,1,1,1,1,1,0,1,0,0.1205366803,0.9927088741
2022-01-14,2022-W02,weekly,2022-01-10,5,0,2735,2022-01-21,2736,0.0003656307,1,0.399150453,-0.2630636324,-0.9134559495,0.1119057993,-0.254902936,1.0976832232,0,-0.0180765886,1,1,1,1,1,1,0,1,0,0.2393156643,0.9709418174
2022-01-21,2022-W03,weekly,2022-01-17,5,0,2736,2022-01-28,2763,0.0098684211,1,0.2121963688,-0.4119819662,-0.5070105052,0.1509561211,0.5841188695,1.1288376589,0,-0.7315235845,1,1,1,1,1,1,0,1,0,0.354604887,0.9350162427
2022-01-28,2022-W04,weekly,2022-01-24,5,0,2763,2022-02-11,2766,0.0010857763,1,0.4097591464,-0.4401996254,-0.3644290803,-0.0724838612,0.3919760449,0.9694706022,0,-0.6216757287,1,1,1,1,1,1,0,1,0,0.464723172,0.8854560257
2022-02-11,2022-W06,weekly,2022-02-07,5,0,2766,2022-02-18,2773,0.0025307303,1,0.2266566657,-0.1471707904,-1.8013147397,0.1264995728,0.2861626565,0.7718201328,0,-0.8527002432,1,1,1,1,1,1,0,1,0,0.6631226582,0.7485107482
2022-02-18,2022-W07,weekly,2022-02-14,5,0,2773,2022-02-25,2848,0.02704652,1,0.0835231458,-0.0670613845,-1.6193869984,-0.1651748707,0.111129313,0.9165361198,0,-1.0167653418,1,1,1,1,1,1,0,1,0,0.7485107482,0.6631226582
2022-02-25,2022-W08,weekly,2022-02-21,5,0,2848,2022-03-04,2886,0.0133426966,1,1.0654359163,-0.8743134071,1.194998257,0.5618553665,0.6873159365,0.8828077334,0,-0.0716867456,1,1,1,1,1,1,0,1,0,0.8229838659,0.5680647467
2022-03-04,2022-W09,weekly,2022-02-28,5,0,2886,2022-03-11,2860,-0.009009009,0,1.0934481849,0.1208364164,-0.120524691,0.2280815445,4.6152670188,0.5844425804,0,-0.4417677926,1,1,1,1,1,1,0,1,0,0.8854560257,0.464723172
2022-03-11,2022-W10,weekly,2022-03-07,5,0,2860,2022-03-18,2889,0.0101398601,1,0.442990187,0.1165395868,-0.0734584893,-0.2952242469,0.5433159843,0.498788749,0,-0.4168893215,1,1,1,1,1,1,0,1,0,0.9350162427,0.354604887
2022-03-18,2022-W11,weekly,2022-03-14,5,0,2889,2022-03-25,2887,-0.0006922811,0,0.7434973298,-1.0662539674,-0.7169509157,-0.3489725461,0.199267626,0.3675552468,0,-0.4056648555,1,1,1,1,1,1,0,1,0,0.9709418174,0.2393156643
2022-03-25,2022-W12,weekly,2022-03-21,5,0,2887,2022-04-01,2902,0.0051957049,1,0.4713248427,-0.4024848621,0.4233660038,-0.3625885343,1.0183684413,0.3404950289,0,-0.9116339909,1,1,1,1,1,1,0,1,0,0.9927088741,0.1205366803
2022-04-01,2022-W13,weekly,2022-03-28,5,0,2902,2022-04-08,2924,0.0075809786,1,0.5280136319,0.2935214191,-1.5955375139,-0.8687692255,-0.3887374351,0.2420032131,0,-0.9102120914,1,1,1,1,1,1,0,1,0,1,0
2022-04-08,2022-W14,weekly,2022-04-06,3,0,2924,2022-04-15,2970,0.0157318741,1,0.6580211661,-0.8070889279,-0.9128928014,-0.2112537956,1.2720872084,0.324415559,0,-0.9772335652,1,1,1,1,1,1,0,1,0,0.9927088741,-0.1205366803
2022-04-15,2022-W15,weekly,2022-04-11,5,0,2970,2022-04-22,2985,0.0050505051,1,0.9562035686,-0.7885160385,-1.04451714,0.3513309023,1.2191506122,0.2077995921,0,-0.6847927459,1,1,1,1,1,1,0,1,0,0.9709418174,-0.2393156643
2022-04-22,2022-W16,weekly,2022-04-18,5,0,2985,2022-04-29,3044,0.0197654941,1,0.7884377416,-0.5008711395,-0.4017622059,0.2263429638,0.4220667526,0.2203101049,0,-1.0591440898,1,1,1,1,1,1,0,1,0,0.9350162427,-0.354604887
2022-04-29,2022-W17,weekly,2022-04-25,5,0,3044,2022-05-06,2991,-0.0174113009,0,1.2320333095,-1.0041740996,-0.7061937795,0.3135426235,0.5539425219,0.3688338003,0,-0.5371785478,1,1,1,1,1,1,0,1,0,0.8854560257,-0.464723172
2022-05-06,2022-W18,weekly,2022-05-05,2,0,2991,2022-05-13,2993,0.0006686727,1,0.1989324805,0.0754236437,-0.8755902527,-0.6416163774,0.572658058,0.4849607034,0,-0.1152326604,1,1,1,1,1,1,0,1,0,0.8229838659,-0.5680647467
2022-05-13,2022-W19,weekly,2022-05-09,5,0,2993,2022-05-20,3010,0.0056799198,1,0.1996255413,-0.0449559036,-1.6038267813,0.3004216098,0.9904263833,0.3475959792,0,-0.6342178518,1,1,1,1,1,1,0,1,0,0.7485107482,-0.6631226582
